pickup_borough,pickup_zone_name,route_borough,route_zone_name,no_trips
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Springfield Gardens North,1
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Richmond Hill,12
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Astoria Park,1
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Hudson Sq,1786
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Flatiron,4999
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Glen Oaks,4
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-East Harlem South,1473
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Douglaston,5
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Crotona Park East,8
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Central Park,486
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-West Concourse,71
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Flushing,26
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Lenox Hill East,2222
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Country Club,6
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Mott Haven/Port Morris,158
Manhattan,Alphabet City,Manhattan-Staten Island,Alphabet City-Bloomfield/Emerson Hill,3
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Lincoln Square West,477
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Bensonhurst East,16
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Murray Hill,6086
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Prospect Park,102
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Van Cortlandt Village,28
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Steinway,347
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-DUMBO/Vinegar Hill,376
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Stuyvesant Heights,647
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Kingsbridge Heights,20
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-East Harlem North,993
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Ocean Hill,62
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Bronxdale,15
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Sunset Park East,91
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Middle Village,36
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Long Island City/Queens Plaza,157
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Norwood,28
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-SoHo,3191
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-West Village,5788
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Downtown Brooklyn/MetroTech,650
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Prospect-Lefferts Gardens,336
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Pelham Bay Park,1
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Canarsie,14
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Brownsville,45
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Yorkville East,1393
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Melrose South,54
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Financial District North,3555
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Flatlands,29
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-University Heights/Morris Heights,71
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Fordham South,11
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Manhattan Valley,366
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-UN/Turtle Bay South,3700
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Gramercy,12947
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Midwood,23
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Pelham Parkway,23
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Seaport,1326
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Ozone Park,9
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Forest Park/Highland Park,5
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Highbridge Park,12
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Pelham Bay,3
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Park Slope,1126
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Bellerose,6
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Marine Park/Floyd Bennett Field,3
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Bloomingdale,197
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Times Sq/Theatre District,2135
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Woodlawn/Wakefield,32
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Upper West Side North,836
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Long Island City/Hunters Point,540
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Jackson Heights,181
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Murray Hill-Queens,9
Manhattan,Alphabet City,Manhattan-Staten Island,Alphabet City-Grymes Hill/Clifton,5
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Laurelton,3
Manhattan,Alphabet City,Manhattan-Staten Island,Alphabet City-Saint George/New Brighton,2
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Baisley Park,9
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Van Nest/Morris Park,13
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Belmont,15
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Crotona Park,3
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Allerton/Pelham Gardens,8
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Battery Park City,1754
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Bushwick South,1175
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Cypress Hills,8
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Westchester Village/Unionport,24
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Gravesend,10
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Manhattanville,200
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Far Rockaway,1
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Hunts Point,22
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-East Concourse/Concourse Village,57
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Fort Greene,682
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Midtown South,3103
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-East New York,38
Manhattan,Alphabet City,Manhattan-Staten Island,Alphabet City-West Brighton,1
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Clinton West,1094
Manhattan,Alphabet City,Manhattan-Staten Island,Alphabet City-Stapleton,5
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-South Jamaica,5
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Claremont/Bathgate,13
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Flushing Meadows-Corona Park,13
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Bronx Park,4
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Morningside Heights,406
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Central Harlem,642
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Queensboro Hill,10
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Battery Park,61
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Marble Hill,5
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-LaGuardia Airport,1158
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Carroll Gardens,419
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Meatpacking/West Village West,2344
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Randalls Island,23
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-East Elmhurst,31
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Springfield Gardens South,7
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Penn Station/Madison Sq West,4561
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Rego Park,40
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Bath Beach,12
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-South Williamsburg,106
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Bay Terrace/Fort Totten,3
Manhattan,Alphabet City,Manhattan-Staten Island,Alphabet City-Great Kills,4
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Homecrest,8
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Windsor Terrace,175
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Sunset Park West,241
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Inwood Hill Park,4
Manhattan,Alphabet City,Manhattan-Staten Island,Alphabet City-Arrochar/Fort Wadsworth,1
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Ridgewood,295
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Coney Island,16
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Green-Wood Cemetery,3
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Upper East Side North,1220
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-East Flatbush/Remsen Village,23
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Lincoln Square East,1053
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Madison,9
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Kew Gardens,37
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Brighton Beach,11
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Crown Heights South,167
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Van Cortlandt Park,7
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Cobble Hill,221
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Kew Gardens Hills,6
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Dyker Heights,30
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Kips Bay,5395
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Ocean Parkway South,11
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Bushwick North,734
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Greenpoint,1226
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Stuy Town/Peter Cooper Village,3171
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Two Bridges/Seward Park,4992
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Rockaway Park,3
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-West Chelsea/Hudson Yards,2146
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Spuyten Duyvil/Kingsbridge,44
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-TriBeCa/Civic Center,4361
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-East Chelsea,4220
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Bensonhurst West,32
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Soundview/Castle Hill,28
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-West Farms/Bronx River,23
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Yorkville West,1822
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-East Flushing,9
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Oakland Gardens,7
Manhattan,Alphabet City,Manhattan-Staten Island,Alphabet City-Rossville/Woodrow,2
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-North Corona,30
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Kensington,94
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Williamsburg (North Side),1916
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Maspeth,28
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Little Italy/NoLiTa,5672
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Eastchester,3
Manhattan,Alphabet City,Manhattan-Staten Island,Alphabet City-New Dorp/Midland Beach,1
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Willets Point,2
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Greenwich Village North,7009
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Financial District South,2193
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Saint Albans,2
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Hamilton Heights,376
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Queensbridge/Ravenswood,54
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-East Williamsburg,1410
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Longwood,36
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Hollis,2
Manhattan,Alphabet City,Manhattan-Staten Island,Alphabet City-Arden Heights,3
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Old Astoria,234
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Jamaica,15
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Whitestone,6
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Jamaica Estates,11
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Crown Heights North,864
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Red Hook,108
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Sheepshead Bay,8
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-World Trade Center,1225
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Midtown East,3573
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Chinatown,2007
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Highbridge,35
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Glendale,18
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Prospect Heights,395
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Gowanus,233
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Hillcrest/Pomonok,13
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Parkchester,20
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Woodside,192
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Breezy Point/Fort Tilden/Riis Beach,1
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Inwood,154
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Clinton East,2519
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Elmhurst/Maspeth,70
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Soundview/Bruckner,16
Manhattan,Alphabet City,Manhattan-Staten Island,Alphabet City-Port Richmond,1
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Co-Op City,3
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Schuylerville/Edgewater Park,23
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Washington Heights North,231
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-East Tremont,27
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Morrisania/Melrose,29
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Marine Park/Mill Basin,13
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Boerum Hill,788
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Midtown Center,2387
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Howard Beach,5
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Corona,28
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-East Village,21317
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Bay Ridge,212
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Roosevelt Island,72
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Upper West Side South,1003
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Williamsburg (South Side),2508
Manhattan,Alphabet City,Manhattan-Staten Island,Alphabet City-South Beach/Dongan Hills,2
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-City Island,2
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Forest Hills,128
Manhattan,Alphabet City,Manhattan-Bronx,Alphabet City-Bedford Park,24
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Bedford,1186
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Fresh Meadows,5
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Midtown North,1110
Manhattan,Alphabet City,Manhattan-Manhattan,Alphabet City-Greenwich Village South,9508
Manhattan,Alphabet City,Manhattan-Brooklyn,Alphabet City-Columbia Street,160
Manhattan,Alphabet City,Manhattan-Queens,Alphabet City-Sunnyside,533
Manhattan,Midtown North,Manhattan-Manhattan,Midtown North-Gramercy,23497
Manhattan,Midtown North,Manhattan-Brooklyn,Midtown North-Brighton Beach,95
Manhattan,Midtown North,Manhattan-Queens,Midtown North-Long Island City/Hunters Point,5722
Manhattan,Midtown North,Manhattan-Manhattan,Midtown North-East Chelsea,35966
Manhattan,Midtown North,Manhattan-Bronx,Midtown North-University Heights/Morris Heights,123
Manhattan,Midtown North,Manhattan-Queens,Midtown North-Elmhurst/Maspeth,652
Manhattan,Midtown North,Manhattan-Brooklyn,Midtown North-Sunset Park East,211
Manhattan,Midtown North,Manhattan-Bronx,Midtown North-Belmont,93
Manhattan,Midtown North,Manhattan-Queens,Midtown North-Woodside,2023
Manhattan,Midtown North,Manhattan-Queens,Midtown North-Broad Channel,2
Manhattan,Midtown North,Manhattan-Bronx,Midtown North-West Concourse,363
Manhattan,Midtown North,Manhattan-Queens,Midtown North-LaGuardia Airport,36639
Manhattan,Midtown North,Manhattan-Bronx,Midtown North-Soundview/Castle Hill,102
Manhattan,Midtown North,Manhattan-Queens,Midtown North-Bay Terrace/Fort Totten,46
Manhattan,Midtown North,Manhattan-Brooklyn,Midtown North-Brownsville,39
Manhattan,Midtown North,Manhattan-Brooklyn,Midtown North-Prospect-Lefferts Gardens,456
