pickup_borough,pickup_date,pickup_weekday_name,pickup_hour,no_of_trips
Brooklyn,18/1/16,Monday,16,111
Queens,18/1/16,Monday,6,616
Manhattan,18/1/16,Monday,15,19499
Brooklyn,18/1/16,Monday,23,291
Brooklyn,18/1/16,Monday,6,103
Manhattan,18/1/16,Monday,16,18003
Queens,18/1/16,Monday,0,786
Manhattan,18/1/16,Monday,0,9178
Brooklyn,18/1/16,Monday,8,145
Manhattan,18/1/16,Monday,7,7463
Manhattan,18/1/16,Monday,18,22084
Manhattan,18/1/16,Monday,19,20054
Manhattan,18/1/16,Monday,6,4465
Brooklyn,18/1/16,Monday,18,217
Queens,18/1/16,Monday,10,1025
Manhattan,18/1/16,Monday,23,8150
Manhattan,18/1/16,Monday,2,4486
Queens,18/1/16,Monday,14,1398
Queens,18/1/16,Monday,15,1327
Brooklyn,18/1/16,Monday,15,139
Queens,18/1/16,Monday,19,1333
Brooklyn,18/1/16,Monday,3,194
Brooklyn,18/1/16,Monday,13,131
Queens,18/1/16,Monday,2,184
Brooklyn,18/1/16,Monday,12,121
Brooklyn,18/1/16,Monday,0,425
Queens,18/1/16,Monday,1,351
Brooklyn,18/1/16,Monday,20,199
Queens,18/1/16,Monday,18,1521
Brooklyn,18/1/16,Monday,4,143
Brooklyn,18/1/16,Monday,9,130
Manhattan,18/1/16,Monday,9,13845
Brooklyn,18/1/16,Monday,11,84
Queens,18/1/16,Monday,12,1193
Brooklyn,18/1/16,Monday,14,128
Queens,18/1/16,Monday,7,590
Queens,18/1/16,Monday,13,1137
Queens,18/1/16,Monday,23,1811
Queens,18/1/16,Monday,4,151
Queens,18/1/16,Monday,21,1668
Manhattan,18/1/16,Monday,12,18372
Brooklyn,18/1/16,Monday,21,207
Queens,18/1/16,Monday,9,963
Manhattan,18/1/16,Monday,21,14921
Queens,18/1/16,Monday,3,160
Manhattan,18/1/16,Monday,20,16595
Queens,18/1/16,Monday,11,926
Manhattan,18/1/16,Monday,8,11886
Manhattan,18/1/16,Monday,10,14851
Brooklyn,18/1/16,Monday,5,78
Brooklyn,18/1/16,Monday,22,306
Manhattan,18/1/16,Monday,5,2315
Manhattan,18/1/16,Monday,1,6414
Queens,18/1/16,Monday,20,1631
Queens,18/1/16,Monday,5,317
Brooklyn,19/1/16,Tuesday,17,101
Manhattan,19/1/16,Tuesday,2,2074
Queens,19/1/16,Tuesday,8,1148
Brooklyn,19/1/16,Tuesday,13,99
Manhattan,19/1/16,Tuesday,21,21159
Queens,19/1/16,Tuesday,0,1340
Brooklyn,19/1/16,Tuesday,5,78
Manhattan,19/1/16,Tuesday,4,1626
Brooklyn,19/1/16,Tuesday,20,218
Manhattan,19/1/16,Tuesday,8,21920
Manhattan,19/1/16,Tuesday,0,5768
Queens,19/1/16,Tuesday,9,1253
Manhattan,19/1/16,Tuesday,7,18762
Queens,19/1/16,Tuesday,20,1297
Queens,19/1/16,Tuesday,16,1384
Manhattan,19/1/16,Tuesday,1,3434
Brooklyn,19/1/16,Tuesday,16,87
Manhattan,19/1/16,Tuesday,5,3333
Manhattan,19/1/16,Tuesday,19,23010
Brooklyn,19/1/16,Tuesday,12,79
Manhattan,19/1/16,Tuesday,18,23298
Manhattan,19/1/16,Tuesday,20,21846
Queens,19/1/16,Tuesday,18,1235
Manhattan,19/1/16,Tuesday,6,9974
Manhattan,19/1/16,Tuesday,9,19793
Queens,19/1/16,Tuesday,21,1159
Queens,19/1/16,Tuesday,12,1005
Manhattan,19/1/16,Tuesday,11,17531
Queens,19/1/16,Tuesday,15,1085
Brooklyn,19/1/16,Tuesday,19,209
Brooklyn,19/1/16,Tuesday,3,70
Brooklyn,19/1/16,Tuesday,0,237
Brooklyn,19/1/16,Tuesday,6,210
Manhattan,19/1/16,Tuesday,13,17620
Brooklyn,19/1/16,Tuesday,9,191
Manhattan,19/1/16,Tuesday,23,11110
Manhattan,19/1/16,Tuesday,12,17593
Manhattan,19/1/16,Tuesday,17,18910
Queens,19/1/16,Tuesday,17,1203
Manhattan,19/1/16,Tuesday,3,1417
Queens,19/1/16,Tuesday,19,1183
Brooklyn,19/1/16,Tuesday,21,267
Queens,19/1/16,Tuesday,2,99
Manhattan,19/1/16,Tuesday,16,15916
Queens,19/1/16,Tuesday,13,939
Queens,19/1/16,Tuesday,3,66
Brooklyn,19/1/16,Tuesday,4,74
Queens,19/1/16,Tuesday,7,1091
Queens,19/1/16,Tuesday,6,740
Brooklyn,19/1/16,Tuesday,15,74
Brooklyn,19/1/16,Tuesday,14,80
Manhattan,19/1/16,Tuesday,15,18563
Brooklyn,19/1/16,Tuesday,1,165
Queens,19/1/16,Tuesday,4,151
Brooklyn,19/1/16,Tuesday,7,349
Brooklyn,19/1/16,Tuesday,2,127
Queens,19/1/16,Tuesday,10,1309
Brooklyn,19/1/16,Tuesday,8,395
Brooklyn,19/1/16,Tuesday,11,68
Brooklyn,19/1/16,Tuesday,23,319
Queens,19/1/16,Tuesday,11,1019
Brooklyn,19/1/16,Tuesday,18,180
Manhattan,19/1/16,Tuesday,10,17942
Queens,19/1/16,Tuesday,22,1279
Queens,19/1/16,Tuesday,14,1253
Manhattan,19/1/16,Tuesday,22,17530
Queens,19/1/16,Tuesday,5,442
Brooklyn,19/1/16,Tuesday,22,300
Manhattan,19/1/16,Tuesday,14,18404
Queens,19/1/16,Tuesday,23,1285
Queens,19/1/16,Tuesday,1,464
Brooklyn,19/1/16,Tuesday,10,76
Brooklyn,20/1/16,Wednesday,7,288
Manhattan,20/1/16,Wednesday,12,17075
Manhattan,20/1/16,Wednesday,19,23184
Queens,20/1/16,Wednesday,23,1037
Queens,20/1/16,Wednesday,21,1152
Manhattan,20/1/16,Wednesday,18,23098
Brooklyn,20/1/16,Wednesday,13,65
Brooklyn,20/1/16,Wednesday,8,343
Queens,20/1/16,Wednesday,10,975
Queens,20/1/16,Wednesday,11,923
Brooklyn,20/1/16,Wednesday,11,68
Brooklyn,20/1/16,Wednesday,14,87
Brooklyn,20/1/16,Wednesday,4,76
Manhattan,20/1/16,Wednesday,0,7273
Brooklyn,20/1/16,Wednesday,3,81
Brooklyn,20/1/16,Wednesday,5,69
Manhattan,20/1/16,Wednesday,17,18315
Manhattan,20/1/16,Wednesday,1,4312
Queens,20/1/16,Wednesday,14,1094
Brooklyn,20/1/16,Wednesday,9,141
Manhattan,20/1/16,Wednesday,21,22139
Brooklyn,20/1/16,Wednesday,2,132
Queens,20/1/16,Wednesday,13,969
Manhattan,20/1/16,Wednesday,5,3375
Brooklyn,20/1/16,Wednesday,19,262
Queens,20/1/16,Wednesday,0,934
Manhattan,20/1/16,Wednesday,8,21024
Manhattan,20/1/16,Wednesday,7,17780
Queens,20/1/16,Wednesday,16,1273
Queens,20/1/16,Wednesday,1,286
Brooklyn,20/1/16,Wednesday,18,195
Brooklyn,20/1/16,Wednesday,21,389
Manhattan,20/1/16,Wednesday,11,16812
Queens,20/1/16,Wednesday,8,859
Queens,20/1/16,Wednesday,9,846
Manhattan,20/1/16,Wednesday,4,1865
Queens,20/1/16,Wednesday,22,1175
Queens,20/1/16,Wednesday,12,834
Manhattan,20/1/16,Wednesday,16,14800
Manhattan,20/1/16,Wednesday,22,20197
Queens,20/1/16,Wednesday,15,1206
Brooklyn,20/1/16,Wednesday,0,260
Queens,20/1/16,Wednesday,5,376
Queens,20/1/16,Wednesday,20,1156
Manhattan,20/1/16,Wednesday,14,17897
Queens,20/1/16,Wednesday,7,833
Queens,20/1/16,Wednesday,6,618
Brooklyn,20/1/16,Wednesday,10,87
Manhattan,20/1/16,Wednesday,10,16675
Manhattan,20/1/16,Wednesday,15,17422
Brooklyn,20/1/16,Wednesday,15,89
Manhattan,20/1/16,Wednesday,6,9454
Brooklyn,20/1/16,Wednesday,17,125
Queens,20/1/16,Wednesday,17,1121
Brooklyn,20/1/16,Wednesday,22,457
Queens,20/1/16,Wednesday,18,1044
Manhattan,20/1/16,Wednesday,13,16487
Queens,20/1/16,Wednesday,3,78
Manhattan,20/1/16,Wednesday,20,22169
Queens,20/1/16,Wednesday,2,111
Brooklyn,20/1/16,Wednesday,23,418
Manhattan,20/1/16,Wednesday,9,19225
Manhattan,20/1/16,Wednesday,2,2620
Brooklyn,20/1/16,Wednesday,12,69
Brooklyn,20/1/16,Wednesday,16,91
Manhattan,20/1/16,Wednesday,23,13724
Queens,20/1/16,Wednesday,4,143
Queens,20/1/16,Wednesday,19,1244
Brooklyn,20/1/16,Wednesday,20,260
Brooklyn,20/1/16,Wednesday,1,186
Brooklyn,20/1/16,Wednesday,6,182
Manhattan,20/1/16,Wednesday,3,1983
Brooklyn,21/1/16,Thursday,4,90
Queens,21/1/16,Thursday,14,1022
Brooklyn,21/1/16,Thursday,3,123
Manhattan,21/1/16,Thursday,4,2085
Manhattan,21/1/16,Thursday,1,5101
Manhattan,21/1/16,Thursday,5,3298
Manhattan,21/1/16,Thursday,7,18009
Manhattan,21/1/16,Thursday,11,16890
Queens,21/1/16,Thursday,23,1193
Brooklyn,21/1/16,Thursday,5,78
Brooklyn,21/1/16,Thursday,9,150
Queens,21/1/16,Thursday,4,142
Manhattan,21/1/16,Thursday,19,24563
Manhattan,21/1/16,Thursday,18,23801
Queens,21/1/16,Thursday,17,1272
Manhattan,21/1/16,Thursday,10,17043
Queens,21/1/16,Thursday,16,1242
Brooklyn,21/1/16,Thursday,1,240
Manhattan,21/1/16,Thursday,0,8305
Queens,21/1/16,Thursday,13,1108
Brooklyn,21/1/16,Thursday,11,83
Manhattan,21/1/16,Thursday,20,23420
Queens,21/1/16,Thursday,7,759
Manhattan,21/1/16,Thursday,3,2131
Brooklyn,21/1/16,Thursday,2,153
Queens,21/1/16,Thursday,1,187
Brooklyn,21/1/16,Thursday,21,338
Brooklyn,21/1/16,Thursday,14,86
Brooklyn,21/1/16,Thursday,18,249
Brooklyn,21/1/16,Thursday,13,95
Manhattan,21/1/16,Thursday,9,19543
Queens,21/1/16,Thursday,15,1180
Queens,21/1/16,Thursday,6,541
Manhattan,21/1/16,Thursday,8,21012
Queens,21/1/16,Thursday,10,796
Manhattan,21/1/16,Thursday,13,17075
Manhattan,21/1/16,Thursday,6,9664
Queens,21/1/16,Thursday,19,1438
Queens,21/1/16,Thursday,11,797
Brooklyn,21/1/16,Thursday,0,357
Brooklyn,21/1/16,Thursday,16,102
Manhattan,21/1/16,Thursday,17,18696
Manhattan,21/1/16,Thursday,2,3203
Brooklyn,21/1/16,Thursday,7,336
Brooklyn,21/1/16,Thursday,17,136
Manhattan,21/1/16,Thursday,16,15105
Queens,21/1/16,Thursday,0,491
Queens,21/1/16,Thursday,2,126
Brooklyn,21/1/16,Thursday,10,96
Brooklyn,21/1/16,Thursday,8,327
Queens,21/1/16,Thursday,12,932
Brooklyn,21/1/16,Thursday,22,418
Queens,21/1/16,Thursday,9,736
Manhattan,21/1/16,Thursday,23,17022
Queens,21/1/16,Thursday,5,364
Brooklyn,21/1/16,Thursday,19,260
Manhattan,21/1/16,Thursday,15,17788
Queens,21/1/16,Thursday,21,1455
Manhattan,21/1/16,Thursday,12,17568
Brooklyn,21/1/16,Thursday,6,212
Manhattan,21/1/16,Thursday,22,21672
Queens,21/1/16,Thursday,22,1429
Queens,21/1/16,Thursday,20,1417
Queens,21/1/16,Thursday,3,86
Manhattan,21/1/16,Thursday,14,18784
Manhattan,21/1/16,Thursday,21,23298
Queens,21/1/16,Thursday,18,1205
Brooklyn,21/1/16,Thursday,23,604
Queens,21/1/16,Thursday,8,730
Brooklyn,21/1/16,Thursday,15,99
Brooklyn,21/1/16,Thursday,12,89
Brooklyn,21/1/16,Thursday,20,274
Manhattan,22/1/16,Friday,20,22229
Queens,22/1/16,Friday,17,1315
Manhattan,22/1/16,Friday,11,17169
Manhattan,22/1/16,Friday,16,16203
Brooklyn,22/1/16,Friday,8,380
Brooklyn,22/1/16,Friday,10,110
Queens,22/1/16,Friday,4,222
Manhattan,22/1/16,Friday,15,18723
Brooklyn,22/1/16,Friday,5,89
Brooklyn,22/1/16,Friday,1,338
Brooklyn,22/1/16,Friday,6,203
Manhattan,22/1/16,Friday,9,19476
Brooklyn,22/1/16,Friday,0,640
Queens,22/1/16,Friday,5,426
Queens,22/1/16,Friday,14,1196
Brooklyn,22/1/16,Friday,2,257
Queens,22/1/16,Friday,22,584
Brooklyn,22/1/16,Friday,7,303
Queens,22/1/16,Friday,7,833
Manhattan,22/1/16,Friday,17,20088
Brooklyn,22/1/16,Friday,23,651
Brooklyn,22/1/16,Friday,13,148
Brooklyn,22/1/16,Friday,12,134
Manhattan,22/1/16,Friday,13,18362
Manhattan,22/1/16,Friday,10,17149
Manhattan,22/1/16,Friday,23,20326
Queens,22/1/16,Friday,15,1366
Manhattan,22/1/16,Friday,21,21392
Manhattan,22/1/16,Friday,6,9152
Manhattan,22/1/16,Friday,2,4983
Manhattan,22/1/16,Friday,5,3650
Queens,22/1/16,Friday,6,646
Brooklyn,22/1/16,Friday,20,286
Brooklyn,22/1/16,Friday,11,99
Queens,22/1/16,Friday,13,1122
Queens,22/1/16,Friday,8,897
Brooklyn,22/1/16,Friday,14,126
Manhattan,22/1/16,Friday,8,21192
Brooklyn,22/1/16,Friday,9,193
Brooklyn,22/1/16,Friday,17,144
Manhattan,22/1/16,Friday,1,7830
Queens,22/1/16,Friday,19,1240
Brooklyn,22/1/16,Friday,18,296
Manhattan,22/1/16,Friday,0,12548
Queens,22/1/16,Friday,21,783
Queens,22/1/16,Friday,18,1176
Queens,22/1/16,Friday,12,793
Manhattan,22/1/16,Friday,18,24875
Manhattan,22/1/16,Friday,4,2848
Queens,22/1/16,Friday,20,947
Queens,22/1/16,Friday,11,914
Brooklyn,22/1/16,Friday,16,102
Manhattan,22/1/16,Friday,22,22361
Queens,22/1/16,Friday,9,701
Manhattan,22/1/16,Friday,12,18212
Queens,22/1/16,Friday,10,796
Manhattan,22/1/16,Friday,7,17599
Manhattan,22/1/16,Friday,3,3384
Queens,22/1/16,Friday,3,129
Brooklyn,22/1/16,Friday,22,521
Queens,22/1/16,Friday,16,1237
Queens,22/1/16,Friday,0,742
Manhattan,22/1/16,Friday,19,25886
Queens,22/1/16,Friday,23,705
Brooklyn,22/1/16,Friday,15,118
Brooklyn,22/1/16,Friday,3,193
Manhattan,22/1/16,Friday,14,19749
Brooklyn,22/1/16,Friday,4,165
Queens,22/1/16,Friday,1,383
Brooklyn,22/1/16,Friday,19,316
Queens,22/1/16,Friday,2,208
Brooklyn,22/1/16,Friday,21,383
Manhattan,23/1/16,Saturday,15,497
Brooklyn,23/1/16,Saturday,13,26
Manhattan,23/1/16,Saturday,0,17002
Manhattan,23/1/16,Saturday,20,7
Queens,23/1/16,Saturday,10,74
Manhattan,23/1/16,Saturday,8,1854
Brooklyn,23/1/16,Saturday,2,689
Manhattan,23/1/16,Saturday,16,146
Manhattan,23/1/16,Saturday,21,5
Queens,23/1/16,Saturday,18,3
Manhattan,23/1/16,Saturday,4,3597
Manhattan,23/1/16,Saturday,13,2407
Brooklyn,23/1/16,Saturday,16,12
Manhattan,23/1/16,Saturday,3,6950
Brooklyn,23/1/16,Saturday,6,56
Queens,23/1/16,Saturday,17,8
Brooklyn,23/1/16,Saturday,18,6
Manhattan,23/1/16,Saturday,6,1310
Queens,23/1/16,Saturday,5,153
Manhattan,23/1/16,Saturday,9,2164
Queens,23/1/16,Saturday,23,5
Queens,23/1/16,Saturday,12,56
Manhattan,23/1/16,Saturday,2,9086
Manhattan,23/1/16,Saturday,11,2898
Brooklyn,23/1/16,Saturday,12,35
Manhattan,23/1/16,Saturday,5,1295
Queens,23/1/16,Saturday,15,38
Brooklyn,23/1/16,Saturday,8,16
Brooklyn,23/1/16,Saturday,11,29
Manhattan,23/1/16,Saturday,17,39
Manhattan,23/1/16,Saturday,18,32
Manhattan,23/1/16,Saturday,1,12255
Queens,23/1/16,Saturday,7,108
Brooklyn,23/1/16,Saturday,0,1018
Brooklyn,23/1/16,Saturday,22,4
Brooklyn,23/1/16,Saturday,17,12
Queens,23/1/16,Saturday,16,14
Manhattan,23/1/16,Saturday,7,1604
Brooklyn,23/1/16,Saturday,10,17
Brooklyn,23/1/16,Saturday,7,24
Manhattan,23/1/16,Saturday,10,2524
Queens,23/1/16,Saturday,0,516
Brooklyn,23/1/16,Saturday,1,894
Manhattan,23/1/16,Saturday,12,2831
Queens,23/1/16,Saturday,11,53
Brooklyn,23/1/16,Saturday,4,265
Queens,23/1/16,Saturday,19,1
Queens,23/1/16,Saturday,13,52
Brooklyn,23/1/16,Saturday,19,2
Brooklyn,23/1/16,Saturday,15,26
Brooklyn,23/1/16,Saturday,9,19
Brooklyn,23/1/16,Saturday,20,1
Queens,23/1/16,Saturday,4,241
Queens,23/1/16,Saturday,22,2
Brooklyn,23/1/16,Saturday,21,5
Brooklyn,23/1/16,Saturday,5,80
Brooklyn,23/1/16,Saturday,3,435
Manhattan,23/1/16,Saturday,19,13
Manhattan,23/1/16,Saturday,14,1176
Queens,23/1/16,Saturday,2,328
Queens,23/1/16,Saturday,6,133
Brooklyn,23/1/16,Saturday,14,24
Manhattan,23/1/16,Saturday,22,5
Queens,23/1/16,Saturday,1,432
Queens,23/1/16,Saturday,8,83
Queens,23/1/16,Saturday,3,266
Manhattan,23/1/16,Saturday,23,9
Queens,23/1/16,Saturday,9,73
Queens,23/1/16,Saturday,14,45
Manhattan,24/1/16,Sunday,8,1004
Queens,24/1/16,Sunday,4,4
Queens,24/1/16,Sunday,17,791
Manhattan,24/1/16,Sunday,10,4268
Manhattan,24/1/16,Sunday,18,13607
Manhattan,24/1/16,Sunday,20,10741
Brooklyn,24/1/16,Sunday,5,1
Queens,24/1/16,Sunday,23,1112
Brooklyn,24/1/16,Sunday,12,142
Brooklyn,24/1/16,Sunday,18,272
Manhattan,24/1/16,Sunday,13,9369
Manhattan,24/1/16,Sunday,4,15
Brooklyn,24/1/16,Sunday,0,1
Queens,24/1/16,Sunday,18,902
Queens,24/1/16,Sunday,20,1011
Brooklyn,24/1/16,Sunday,19,364
Manhattan,24/1/16,Sunday,6,80
Manhattan,24/1/16,Sunday,15,11686
Manhattan,24/1/16,Sunday,23,6127
Brooklyn,24/1/16,Sunday,7,42
Queens,24/1/16,Sunday,9,337
Brooklyn,24/1/16,Sunday,21,346
Queens,24/1/16,Sunday,21,1237
Queens,24/1/16,Sunday,19,1034
Manhattan,24/1/16,Sunday,21,10239
Brooklyn,24/1/16,Sunday,20,258
Manhattan,24/1/16,Sunday,11,6705
Manhattan,24/1/16,Sunday,17,11907
Manhattan,24/1/16,Sunday,19,12366
Queens,24/1/16,Sunday,8,218
Queens,24/1/16,Sunday,14,619
Manhattan,24/1/16,Sunday,2,12
Brooklyn,24/1/16,Sunday,1,1
Manhattan,24/1/16,Sunday,1,5
Queens,24/1/16,Sunday,10,390
Brooklyn,24/1/16,Sunday,23,410
Manhattan,24/1/16,Sunday,0,14
Brooklyn,24/1/16,Sunday,14,183
Brooklyn,24/1/16,Sunday,16,135
Manhattan,24/1/16,Sunday,7,472
Queens,24/1/16,Sunday,2,1
Manhattan,24/1/16,Sunday,9,2146
Queens,24/1/16,Sunday,11,398
Queens,24/1/16,Sunday,12,426
Brooklyn,24/1/16,Sunday,13,149
Queens,24/1/16,Sunday,22,1188
Brooklyn,24/1/16,Sunday,15,181
Manhattan,24/1/16,Sunday,3,10
Queens,24/1/16,Sunday,5,9
Brooklyn,24/1/16,Sunday,11,186
Queens,24/1/16,Sunday,15,678
Manhattan,24/1/16,Sunday,5,21
Queens,24/1/16,Sunday,6,24
Manhattan,24/1/16,Sunday,12,8614
Manhattan,24/1/16,Sunday,22,9170
Brooklyn,24/1/16,Sunday,22,455
Brooklyn,24/1/16,Sunday,6,7
Brooklyn,24/1/16,Sunday,3,2
Queens,24/1/16,Sunday,3,1
Queens,24/1/16,Sunday,13,457
Brooklyn,24/1/16,Sunday,10,188
Brooklyn,24/1/16,Sunday,9,152
Queens,24/1/16,Sunday,7,112
Manhattan,24/1/16,Sunday,14,11006
Queens,24/1/16,Sunday,16,770
Brooklyn,24/1/16,Sunday,17,168
Manhattan,24/1/16,Sunday,16,11353
Brooklyn,24/1/16,Sunday,8,118
Brooklyn,25/1/16,Monday,10,88
Queens,25/1/16,Monday,9,1362
Manhattan,25/1/16,Monday,12,11564
Brooklyn,25/1/16,Monday,17,150
Manhattan,25/1/16,Monday,18,17721
Queens,25/1/16,Monday,22,1232
Brooklyn,25/1/16,Monday,15,113
Brooklyn,25/1/16,Monday,20,263
Brooklyn,25/1/16,Monday,8,454
Brooklyn,25/1/16,Monday,14,95
Manhattan,25/1/16,Monday,21,15849
Brooklyn,25/1/16,Monday,13,80
Manhattan,25/1/16,Monday,2,1929
Queens,25/1/16,Monday,21,1060
Manhattan,25/1/16,Monday,23,9163
Brooklyn,25/1/16,Monday,5,136
Queens,25/1/16,Monday,20,1207
Queens,25/1/16,Monday,3,223
Queens,25/1/16,Monday,11,1224
Queens,25/1/16,Monday,17,1286
Manhattan,25/1/16,Monday,7,10953
Brooklyn,25/1/16,Monday,22,461
Manhattan,25/1/16,Monday,5,3059
Brooklyn,25/1/16,Monday,1,184
Queens,25/1/16,Monday,18,1269
Queens,25/1/16,Monday,8,1338
Brooklyn,25/1/16,Monday,4,106
Queens,25/1/16,Monday,10,1292
Manhattan,25/1/16,Monday,4,1792
Brooklyn,25/1/16,Monday,12,74
Queens,25/1/16,Monday,0,804
Brooklyn,25/1/16,Monday,16,125
Brooklyn,25/1/16,Monday,6,294
Manhattan,25/1/16,Monday,20,16897
Manhattan,25/1/16,Monday,14,12504
Manhattan,25/1/16,Monday,22,13640
Manhattan,25/1/16,Monday,1,2660
Queens,25/1/16,Monday,23,1438
Manhattan,25/1/16,Monday,11,11135
Manhattan,25/1/16,Monday,17,14683
Queens,25/1/16,Monday,5,466
Manhattan,25/1/16,Monday,19,17867
Queens,25/1/16,Monday,7,1286
Queens,25/1/16,Monday,13,1136
Brooklyn,25/1/16,Monday,18,286
Manhattan,25/1/16,Monday,13,11393
Queens,25/1/16,Monday,1,563
Manhattan,25/1/16,Monday,0,4498
Brooklyn,25/1/16,Monday,3,87
Queens,25/1/16,Monday,19,1191
Manhattan,25/1/16,Monday,16,11794
Manhattan,25/1/16,Monday,3,1424
Manhattan,25/1/16,Monday,15,13061
Queens,25/1/16,Monday,6,750
Brooklyn,25/1/16,Monday,21,423
Queens,25/1/16,Monday,12,992
Brooklyn,25/1/16,Monday,2,150
Manhattan,25/1/16,Monday,6,6982
Brooklyn,25/1/16,Monday,7,402
Queens,25/1/16,Monday,4,297
Manhattan,25/1/16,Monday,9,11979
Brooklyn,25/1/16,Monday,19,316
Queens,25/1/16,Monday,2,331
Manhattan,25/1/16,Monday,8,12313
Brooklyn,25/1/16,Monday,23,383
Brooklyn,25/1/16,Monday,11,62
Brooklyn,25/1/16,Monday,0,334
Manhattan,25/1/16,Monday,10,11245
Queens,25/1/16,Monday,14,1329
Queens,25/1/16,Monday,16,1300
Queens,25/1/16,Monday,15,1342
Brooklyn,25/1/16,Monday,9,254
Brooklyn,26/1/16,Tuesday,22,528
Queens,26/1/16,Tuesday,9,1121
Queens,26/1/16,Tuesday,3,104
Brooklyn,26/1/16,Tuesday,11,88
Brooklyn,26/1/16,Tuesday,13,83
Manhattan,26/1/16,Tuesday,3,1568
Manhattan,26/1/16,Tuesday,19,19735
Queens,26/1/16,Tuesday,15,1284
Brooklyn,26/1/16,Tuesday,0,302
Manhattan,26/1/16,Tuesday,21,19334
Brooklyn,26/1/16,Tuesday,15,115
Queens,26/1/16,Tuesday,14,1218
Queens,26/1/16,Tuesday,5,420
Brooklyn,26/1/16,Tuesday,17,155
Queens,26/1/16,Tuesday,16,1339
Manhattan,26/1/16,Tuesday,12,13379
Manhattan,26/1/16,Tuesday,13,13352
Brooklyn,26/1/16,Tuesday,4,100
Brooklyn,26/1/16,Tuesday,8,433
Brooklyn,26/1/16,Tuesday,21,402
Brooklyn,26/1/16,Tuesday,2,126
Brooklyn,26/1/16,Tuesday,7,370
Queens,26/1/16,Tuesday,13,1075
Brooklyn,26/1/16,Tuesday,19,273
Brooklyn,26/1/16,Tuesday,16,91
Queens,26/1/16,Tuesday,2,160
Manhattan,26/1/16,Tuesday,4,1699
Manhattan,26/1/16,Tuesday,23,12519
Queens,26/1/16,Tuesday,11,1000
Manhattan,26/1/16,Tuesday,7,14981
Manhattan,26/1/16,Tuesday,17,15359
Queens,26/1/16,Tuesday,17,1317
Queens,26/1/16,Tuesday,21,1285
Queens,26/1/16,Tuesday,23,1150
Brooklyn,26/1/16,Tuesday,12,108
Manhattan,26/1/16,Tuesday,8,16662
Manhattan,26/1/16,Tuesday,16,11965
Queens,26/1/16,Tuesday,4,181
Queens,26/1/16,Tuesday,18,1219
Manhattan,26/1/16,Tuesday,6,8774
Brooklyn,26/1/16,Tuesday,14,97
Queens,26/1/16,Tuesday,1,663
Brooklyn,26/1/16,Tuesday,9,247
Queens,26/1/16,Tuesday,6,826
Queens,26/1/16,Tuesday,8,1402
Brooklyn,26/1/16,Tuesday,6,241
Queens,26/1/16,Tuesday,20,1215
Manhattan,26/1/16,Tuesday,20,19337
Queens,26/1/16,Tuesday,7,1100
Manhattan,26/1/16,Tuesday,11,13120
Queens,26/1/16,Tuesday,0,1232
Brooklyn,26/1/16,Tuesday,10,101
Queens,26/1/16,Tuesday,12,1113
Queens,26/1/16,Tuesday,22,1318
Brooklyn,26/1/16,Tuesday,3,106
Manhattan,26/1/16,Tuesday,18,19550
Brooklyn,26/1/16,Tuesday,1,229
Manhattan,26/1/16,Tuesday,15,14426
Manhattan,26/1/16,Tuesday,5,3431
Brooklyn,26/1/16,Tuesday,20,266
Brooklyn,26/1/16,Tuesday,23,469
Manhattan,26/1/16,Tuesday,0,5962
Manhattan,26/1/16,Tuesday,1,3411
Queens,26/1/16,Tuesday,19,1120
Manhattan,26/1/16,Tuesday,10,13586
Queens,26/1/16,Tuesday,10,1180
Manhattan,26/1/16,Tuesday,22,17997
Manhattan,26/1/16,Tuesday,9,15459
Manhattan,26/1/16,Tuesday,14,14265
Brooklyn,26/1/16,Tuesday,5,124
Brooklyn,26/1/16,Tuesday,18,268
Manhattan,26/1/16,Tuesday,2,2260
Brooklyn,27/1/16,Wednesday,12,71
Brooklyn,27/1/16,Wednesday,14,80
Manhattan,27/1/16,Wednesday,4,1961
Manhattan,27/1/16,Wednesday,0,7559
Queens,27/1/16,Wednesday,1,232
Manhattan,27/1/16,Wednesday,13,14818
Manhattan,27/1/16,Wednesday,15,15496
Manhattan,27/1/16,Wednesday,19,22400
Manhattan,27/1/16,Wednesday,3,1920
Queens,27/1/16,Wednesday,7,814
Queens,27/1/16,Wednesday,13,954
Queens,27/1/16,Wednesday,3,120
Brooklyn,27/1/16,Wednesday,22,547
Queens,27/1/16,Wednesday,0,716
Brooklyn,27/1/16,Wednesday,20,257
Manhattan,27/1/16,Wednesday,22,19838
Queens,27/1/16,Wednesday,5,315
Brooklyn,27/1/16,Wednesday,13,75
Manhattan,27/1/16,Wednesday,1,4418
Manhattan,27/1/16,Wednesday,21,21410
Queens,27/1/16,Wednesday,9,803
Brooklyn,27/1/16,Wednesday,9,203
Queens,27/1/16,Wednesday,2,128
Queens,27/1/16,Wednesday,4,142
Brooklyn,27/1/16,Wednesday,0,372
Manhattan,27/1/16,Wednesday,23,15903
Brooklyn,27/1/16,Wednesday,11,75
Manhattan,27/1/16,Wednesday,7,16532
Brooklyn,27/1/16,Wednesday,15,79
Brooklyn,27/1/16,Wednesday,23,779
Queens,27/1/16,Wednesday,22,1135
Brooklyn,27/1/16,Wednesday,21,388
Brooklyn,27/1/16,Wednesday,16,82
Manhattan,27/1/16,Wednesday,12,15020
